Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,Hepatitis_B,Measles,BMI,Diphtheria,HIV/AIDS(),GDP,Schooling
80,78,0,931,87,20,62,89,10,2776,19
79,79,0,915,88,33,62,89,10,2542,18
79,82,0,891,89,66,7,9,10,21914,18
79,83,0,913,89,21,6,9,10,16874,18
79,83,0,875,9,65,60,9,10,13883,17
79,87,0,891,9,65,59,9,10,13641,17
75,145,2,,98,0,54,98,10,296,12
75,148,2,355,98,0,53,98,10,1975,12
74,157,2,358,98,0,52,98,10,1847,12
74,157,2,363,98,0,52,98,10,1792,12
75,147,3,339,98,0,6,98,10,1683,12
73,154,3,338,98,0,5,98,10,1526,11
73,163,3,336,98,0,49,98,20,1464,11
73,169,3,364,97,0,49,97,20,1519,11
73,173,3,383,93,0,48,93,20,1344,11
73,17,3,369,88,0,47,88,30,125,11
71,194,3,370,86,0,46,86,30,1175,11
71,194,4,381,79,0,46,79,30,192,11
76,198,4,377,86,0,45,86,30,116,11
75,197,4,350,85,0,44,85,40,11,11
73,193,4,351,87,0,44,87,40,144,10
73,192,4,361,83,0,43,83,40,116,10
62,22,49,,65,7693,19,65,40,359,5
61,223,49,1,68,1142,19,68,50,44,5
69,227,49,1,67,1224,19,67,60,416,5
63,232,49,1,71,272,18,71,70,392,5
59,241,50,15,75,771,18,75,70,376,5
58,252,50,12,7,372,17,7,90,348,5
57,263,51,11,71,801,17,71,110,341,4
56,272,52,12,,1317,17,67,130,355,4
55,276,53,10,,282,16,57,140,293,4
55,277,54,11,,59,16,51,150,258,4
54,278,55,11,,2183,15,45,160,25,4
53,279,56,11,,63057,15,43,160,233,3
52,28,56,10,,54190,15,41,160,216,3
51,282,57,10,,31584,14,39,160,178,3
56,283,57,11,,61208,14,36,160,165,3
50,284,58,10,,21319,14,34,150,158,3
55,344,483,,49,12423,25,49,370,2655,10
54,362,490,1,49,6855,25,49,390,3222,10
53,367,498,830,46,52852,24,46,390,2997,10
53,374,505,854,42,6447,24,42,440,2755,10
52,375,513,875,46,18843,23,48,470,2528,10
52,374,521,890,49,8491,22,54,480,2327,10
52,376,527,905,63,1272,22,63,490,198,9
59,386,536,930,41,9960,21,53,500,1384,9
55,388,542,955,42,2613,2,42,520,1137,9
50,396,549,966,27,704,20,4,530,120,9
49,4,556,971,18,110927,19,36,540,88,9
49,47,563,976,,31521,19,33,540,649,9
48,41,567,975,,141258,18,29,540,513,8
48,49,571,961,,42007,18,25,530,459,8
47,48,574,958,,168107,17,27,510,352,8
47,45,576,923,,212183,17,29,490,379,8
,,0,1,99,0,77,99,10,,
82,59,0,597,,14,61,95,10,7455,18
82,61,0,606,,3,7,93,10,975,18
82,62,0,621,,8,6,94,10,1291,18
81,61,0,621,,4,60,95,10,11564,18
81,67,0,653,,39,59,94,10,1575,18
81,66,0,659,,3,59,93,10,87647,17
89,67,0,668,,2,59,94,10,818,17
86,67,0,675,,4,58,94,10,9689,18
85,67,0,660,,0,58,93,10,85129,18
84,7,0,647,,0,57,94,10,74115,18
81,73,0,637,,0,57,91,10,66775,18
80,77,0,622,,7,56,92,10,5757,18
79,78,0,604,,8,55,92,10,5112,17
79,81,0,589,,5,55,93,10,4361,17
79,82,0,549,,4,54,91,10,38550,18
79,85,0,567,,0,53,9,10,38147,17
77,99,1,,99,0,55,99,10,16627,14
76,11,1,40,99,0,54,99,10,2458,14
76,12,1,46,98,0,53,98,10,21269,14
76,14,1,51,98,13,52,98,10,22135,14
76,15,1,54,99,5,52,99,10,2986,14
76,16,1,56,99,3,52,99,10,1929,14
75,18,1,56,98,19,52,98,10,16784,12
75,19,1,57,99,18,51,99,10,2275,12
75,113,1,57,99,24,6,99,10,1585,12
75,115,1,58,99,13,5,98,10,1449,12
74,118,1,63,99,25,50,99,10,12377,12
74,122,1,61,99,18,49,99,10,1129,12
74,127,1,56,99,1,48,99,10,970,11
73,13,1,54,99,5,47,99,10,8629,11
73,134,1,55,99,15,47,99,10,8477,11
73,138,1,38,99,15,46,99,10,861,10
66,161,352,,72,386,25,72,10,1431,8
66,162,359,1,72,1370,25,72,10,1317,8
66,163,365,4,72,8749,24,72,10,1272,8
66,165,369,4,72,8046,23,72,10,1261,8
66,167,371,4,74,4386,23,74,10,1226,8
65,172,372,4,82,4321,22,82,10,14,8
65,175,371,3,78,863,21,71,10,17,7
65,177,369,3,65,1129,3,62,10,139,7
64,178,367,3,75,2801,2,75,10,95,7
64,179,365,3,78,7641,20,78,10,874,7
63,2,364,4,7,2981,19,77,10,711,6
64,183,364,1,65,4248,18,65,10,650,6
64,185,366,1,63,4740,18,67,10,564,6
63,187,371,1,,3903,17,68,10,500,6
63,189,377,1,,3849,17,65,10,52,5
63,19,385,2,,2064,16,62,10,534,5
,,0,,99,0,83,99,10,1932,14
78,118,1,,73,0,58,73,10,13134,13
78,119,1,674,8,0,57,8,10,12594,13
78,118,1,689,8,0,56,8,10,11686,13
77,12,1,695,85,0,56,85,10,1590,13
77,121,1,690,87,4,55,87,10,928,13
77,122,1,694,94,0,54,94,10,7937,13
77,127,1,687,85,0,53,85,10,7430,13
77,127,1,674,86,0,53,86,10,6974,13
76,124,1,616,85,0,52,85,20,669,13
76,125,1,572,88,0,51,88,10,5349,13
76,122,1,553,92,0,5,92,10,4917,13
76,123,1,569,95,0,50,95,20,4592,13
76,126,1,552,98,0,49,98,10,4267,13
76,125,1,552,98,0,48,99,20,4126,13
76,124,2,543,98,0,47,99,10,446,12
76,121,2,558,,0,46,98,20,46,12
63,275,10,,67,38,49,73,60,,10
63,278,10,1,67,2299,48,73,70,2183,10
62,281,10,1,73,12,47,79,80,230,10
62,284,10,1,68,0,46,74,100,271,10
62,285,10,88,66,0,46,72,100,178,10
62,286,10,79,56,0,45,67,110,1367,10
62,288,11,82,66,0,44,73,110,1167,9
61,29,11,81,59,0,43,63,130,1179,9
61,295,11,71,61,0,43,71,140,957,9
68,299,11,64,71,1,42,72,150,854,8
64,37,11,84,63,1222,41,72,150,78,8
60,314,11,58,6,1385,4,62,150,637,8
60,321,11,59,67,3863,40,68,140,588,7
59,327,11,61,6,17620,39,61,140,512,7
59,331,11,68,59,4023,38,55,130,539,7
59,335,11,73,57,7135,38,59,110,632,6
74,146,2,,93,0,5,93,20,419,12
74,147,3,1,87,0,49,87,20,4713,12
74,148,3,503,86,0,49,86,20,4480,12
74,148,3,536,87,0,48,87,10,3856,12
73,15,3,579,89,0,47,89,10,3988,12
73,152,3,565,89,0,46,89,10,3226,12
73,155,3,539,85,0,46,85,10,2600,12
73,157,3,614,87,0,45,89,10,360,12
73,159,3,561,86,0,44,95,10,2312,12
72,161,3,561,92,0,44,98,20,190,12
72,163,3,638,92,0,43,96,20,157,12
72,165,3,620,9,0,42,92,20,149,12
72,166,4,664,86,0,41,86,10,1175,13
72,168,4,566,,0,5,87,10,1148,12
71,17,4,666,,0,40,89,10,1417,12
79,172,4,678,,0,39,86,10,1546,12
76,123,8,,9,4,56,9,10,63,13
75,125,8,1,88,0,55,88,10,6492,13
75,125,8,538,88,0,54,88,10,6583,13
75,129,9,514,95,0,54,95,10,6388,13
75,133,9,483,91,0,53,91,20,5772,13
74,14,10,472,93,0,52,93,20,522,13
74,14,10,469,93,0,52,93,30,4167,13
74,138,11,485,93,1,6,93,30,429,13
74,133,11,429,93,0,5,93,30,3611,13
74,134,12,422,94,0,50,94,40,3171,13
73,148,13,444,94,0,49,77,40,2755,13
72,151,14,427,92,0,48,86,40,2448,13
72,152,15,450,65,0,47,94,40,218,13
73,144,16,403,,0,47,95,40,259,14
72,142,17,422,,0,46,9,50,1981,13
71,154,18,459,,1,45,98,50,1997,14
69,211,52,,6,619,25,6,10,2878,12
68,214,54,452,67,58848,25,67,10,2843,12
68,219,55,461,89,2920,24,89,10,276,12
68,217,56,502,88,1536,24,88,10,2582,12
68,218,57,496,87,6538,23,87,10,2353,12
68,218,58,485,77,6368,23,79,10,2129,11
68,219,59,442,85,1469,22,87,10,1825,12
68,217,60,421,88,341,22,91,10,1919,12
68,216,62,419,87,530,21,87,10,1673,11
67,219,63,408,77,9,3,88,10,1392,12
67,223,65,422,49,118,2,89,10,1195,12
67,218,66,445,48,3025,20,88,10,179,12
67,217,67,444,52,10511,19,84,10,12,12
67,221,68,442,42,7003,19,79,10,2,11
67,221,68,454,45,7360,18,79,10,957,11
67,219,69,473,7,7120,18,78,10,139,11
78,117,2,,96,0,62,98,10,12566,16
77,12,2,1071,96,0,61,98,10,14342,16
77,12,2,1163,96,84,6,99,10,1379,15
77,125,2,1081,97,71,60,99,10,13145,15
77,128,2,1093,98,0,59,99,10,13893,15
76,13,2,1059,98,13,58,99,10,12600,15
76,136,2,1070,98,115,58,99,10,11528,15
76,14,2,1140,98,0,57,99,10,141,15
75,144,2,1090,98,40,57,99,10,1126,15
75,144,2,1040,98,120,56,99,10,95,15
75,144,2,950,98,13,56,99,10,821,15
75,143,2,919,98,11,55,99,10,6681,16
75,142,3,906,97,48,55,99,10,5694,15
75,145,3,802,98,34,54,99,10,5197,15
74,149,3,774,95,133,54,98,10,4981,15
74,153,3,840,99,77,53,98,10,4493,15
81,76,0,,98,8,62,98,10,1923,17
89,78,0,988,98,0,7,98,10,2278,17
86,79,0,1000,98,1,6,98,10,21619,16
83,81,0,1196,98,23,60,98,10,2577,16
82,85,0,1192,97,2,59,97,10,23196,16
80,88,0,1225,97,5,58,98,10,22539,16
79,9,0,1203,96,3,57,96,10,2364,16
79,92,0,1235,97,1,57,97,10,24816,16
79,94,0,1257,97,0,56,97,10,2279,15
79,96,0,1311,97,0,55,97,10,19821,15
78,11,0,1333,94,7,54,93,10,18785,15
78,99,0,1345,94,5,53,95,10,1846,16
77,15,0,1421,94,8,53,99,10,15773,16
77,17,1,1200,82,8,52,98,10,12882,16
77,11,1,1222,7,0,6,97,10,11729,16
77,11,1,1189,58,45,5,96,10,1152,16
78,68,0,,99,18,69,99,10,66347,13
78,69,0,115,89,46,68,89,10,86853,13
78,7,0,120,97,73,68,97,10,8835,13
78,72,0,113,93,160,67,92,10,88565,13
78,74,0,116,93,101,67,93,10,85949,12
77,76,0,116,97,295,66,97,10,736,12
77,79,0,111,99,112,66,99,10,61478,12
77,82,0,137,97,0,65,97,10,82967,12
77,83,0,124,94,361,65,94,10,676,13
77,83,0,128,96,144,65,96,10,6257,14
77,84,0,118,97,74,65,97,10,51488,14
77,84,0,111,97,29,65,96,10,41818,14
77,85,0,100,93,24,65,92,10,34177,13
76,85,0,87,98,34,64,96,10,3000,12
76,87,0,76,93,23,63,93,10,2844,13
76,88,0,50,89,46,62,8,10,29986,13
82,64,1,,98,7,32,98,10,,
82,66,1,1,99,442,31,99,10,,
82,68,1,933,99,107,4,99,10,,
81,69,1,956,99,2,3,99,10,,
81,72,2,934,99,42,3,99,10,,
87,74,2,923,94,114,30,94,10,,
86,75,2,897,94,17,29,94,10,,
83,75,2,931,94,2,29,94,10,,
80,77,2,905,91,194,28,91,10,,
79,79,2,883,99,28,28,98,10,,
79,84,2,903,99,7,27,96,10,,
78,89,3,918,92,11,27,88,10,,
78,95,3,966,91,33,26,97,10,,
77,99,3,955,92,62,26,97,10,,
77,17,3,1145,89,23060,25,97,10,,
76,116,4,1033,93,32647,25,97,10,,
72,157,1,,88,0,53,87,10,,
72,162,1,999,92,2,53,9,10,,
72,163,1,1049,91,27,52,9,10,,
79,175,1,1068,94,11,52,92,10,,
77,177,1,945,96,0,6,93,10,,
69,219,1,825,98,0,5,9,10,,
69,218,1,845,89,0,50,85,10,,
69,228,1,907,97,0,50,9,10,,
68,237,1,966,95,10,49,92,10,,
68,242,1,836,98,34,49,97,10,,
67,248,1,1078,99,6,48,98,10,,
68,225,1,1227,99,4,48,98,10,,
68,226,1,815,99,87,48,98,10,,
68,225,1,671,99,4929,47,97,10,,
68,228,1,1098,94,457,47,97,10,,
67,235,1,989,92,687,47,95,10,,
75,133,2,,9,4,7,89,10,8959,15
75,135,2,1,94,59,60,94,10,12,15
75,138,2,959,96,1159,59,92,10,9585,15
74,138,2,958,96,7450,58,91,10,8558,15
74,139,2,910,96,4189,58,89,10,92,16
73,153,2,900,98,193,57,94,10,8297,16
73,158,2,1040,95,8,56,95,10,822,15
73,159,2,1190,97,12,56,96,10,1136,15
73,154,3,1060,99,353,55,96,10,8214,14
73,157,3,851,99,3196,54,97,10,5829,14
72,162,3,768,98,5043,54,97,10,4676,13
72,165,4,982,99,117,53,97,10,3553,13
71,174,4,878,98,9,53,97,10,2775,13
77,178,4,962,99,14,52,98,10,2125,12
78,179,4,978,98,10,52,99,10,1840,12
77,175,4,1016,98,35,51,99,10,1668,12
75,222,13,,97,843,7,97,10,9329,15
73,225,13,1012,97,4711,60,97,10,14126,15
70,229,14,1058,97,2339,59,97,20,15544,15
70,237,14,1099,97,2123,59,97,30,15154,14
69,242,14,1104,97,629,58,97,30,14213,14
68,256,15,1105,97,129,58,97,20,1675,14
68,261,15,1121,98,101,57,98,30,8563,14
68,278,16,1204,98,27,57,98,30,11635,14
67,282,16,1219,98,173,56,98,30,911,14
66,3,17,1179,98,1147,56,98,30,692,14
65,327,18,1157,97,454,55,98,30,5323,14
65,321,19,1150,96,2444,55,97,30,412,14
65,322,20,1132,94,3291,55,96,40,2975,13
65,313,20,1087,81,580,55,97,30,2376,13
65,38,21,1047,43,2072,54,96,30,21,13
65,37,22,1018,,4800,54,96,20,1772,12
66,227,11,,98,1,21,98,40,71,11
66,23,12,1,98,10,3,98,40,77,11
65,233,12,1,98,17,2,98,50,689,11
65,239,13,1,98,75,20,98,70,679,11
64,247,14,834,97,31,19,97,130,617,10
63,26,16,792,97,121,18,97,230,563,10
61,288,17,711,97,5,18,97,280,539,10
68,282,18,639,97,6,17,97,370,6,10
60,295,20,678,97,26,17,97,500,45,10
58,328,22,688,99,494,16,99,620,342,9
55,37,24,701,95,129,15,95,710,288,9
53,397,26,675,89,386,15,89,770,237,8
52,48,29,666,96,1064,15,96,810,213,8
57,415,31,782,88,2738,14,88,800,197,7
49,438,33,572,,896,14,77,810,22,7
48,426,34,713,,2095,13,9,850,216,7
,,0,854,97,0,5,96,10,,13
75,138,0,,99,0,48,99,10,,13
75,139,0,997,99,0,47,99,10,,13
75,141,0,973,99,0,46,99,10,,13
75,142,0,999,98,0,45,98,10,,13
75,143,0,1043,99,0,45,99,10,,13
74,147,0,1087,97,0,44,97,10,,13
74,147,0,1109,95,0,43,95,10,,13
74,149,0,1209,96,0,42,96,10,,13
74,151,0,1268,99,0,41,99,10,,13
74,155,0,1345,85,0,4,85,10,,12
73,16,0,1232,95,0,40,95,20,,12
73,166,0,1193,91,0,39,91,20,,12
72,171,0,1255,84,0,38,9,20,,12
72,174,0,1185,14,0,38,74,10,,13
72,178,0,1203,,0,37,99,30,,13
72,183,0,1169,,0,37,7,40,,13
73,156,0,,98,0,54,98,10,,13
73,157,0,701,98,0,53,98,10,,13
73,161,0,707,97,0,52,97,10,,13
73,159,0,693,96,0,51,96,10,,13
73,16,0,702,96,0,5,96,10,,13
73,162,0,700,99,0,49,99,10,,13
72,165,0,685,99,0,48,99,20,,13
72,167,0,692,99,0,48,99,30,,13
72,17,0,589,99,0,47,99,30,,13
72,173,0,593,99,0,46,99,30,,13
71,177,0,604,99,0,45,99,20,,13
71,181,0,542,99,0,44,99,40,,13
71,184,0,510,31,0,43,99,40,,13
79,186,0,494,,0,42,99,40,,13
79,186,0,473,,0,41,99,70,,13
79,186,0,480,,0,4,98,70,,13
74,125,0,,59,0,75,66,10,4149,13
74,128,0,1,56,0,74,63,10,4179,13
74,131,0,1,6,0,74,67,10,4220,13
73,136,0,1,64,1,73,64,10,4235,13
73,139,0,215,58,0,73,65,10,3943,13
73,144,0,301,57,8,73,62,10,3453,13
76,172,0,288,44,0,72,49,10,335,13
73,146,0,397,12,0,71,26,10,360,13
72,149,0,385,46,0,8,53,10,323,13
72,153,0,352,35,0,7,39,10,288,13
72,16,0,363,41,0,70,49,10,2571,13
71,162,0,362,54,0,69,55,10,2351,12
79,169,0,417,83,0,68,83,10,197,12
76,174,0,330,86,0,67,86,10,1631,12
75,175,0,343,89,0,67,85,10,1555,12
72,18,0,300,89,0,66,95,10,155,12
,,0,1,69,0,,69,10,,15
68,19,0,,96,0,4,96,20,1625,11
67,191,0,1,95,0,3,95,20,1822,11
67,192,0,1,97,0,29,97,20,1620,11
67,194,0,1,96,0,29,96,50,139,11
67,198,0,569,96,0,28,96,50,134,11
66,24,0,558,98,0,27,98,50,1130,11
66,21,0,413,98,0,26,98,90,200,10
65,215,0,436,99,0,25,99,90,1126,10
65,217,0,414,87,0,25,97,120,895,10
65,22,0,546,75,0,24,97,120,844,10
64,222,0,527,96,0,23,97,160,82,10
64,224,0,578,7,0,23,96,160,693,10
63,225,0,654,43,0,22,94,160,649,10
63,226,0,580,,0,22,92,140,556,10
63,225,0,502,,0,21,92,150,51,9
63,224,0,507,,0,3,82,150,,9
75,88,7,,98,219,68,98,10,2733,16
74,88,7,9,98,154,67,98,10,24575,16
74,89,8,9,98,1164,66,98,10,24934,15
74,9,8,9,98,294,66,98,10,2534,15
74,92,8,9,98,362,65,98,10,2378,14
74,94,8,9,98,334,64,98,10,19260,13
73,97,8,9,98,82,63,98,10,1694,13
73,98,9,9,98,158,62,98,10,238,13
73,99,9,10,96,4648,62,96,10,16472,13
73,1,9,8,96,807,7,96,10,15335,13
73,11,9,5,97,373,6,96,10,13740,12
73,12,9,6,96,1880,59,96,10,11139,12
73,13,9,5,95,1208,59,95,10,9567,12
73,15,10,5,97,311,58,95,10,8655,12
73,17,10,5,95,155,57,97,10,8643,12
73,11,10,5,93,0,56,95,10,9127,12
67,188,19,,89,58,24,89,30,99,10
66,192,19,26,89,32,24,89,30,152,9
66,196,20,26,92,17,23,92,30,149,9
66,2,20,28,91,46,23,91,40,136,8
65,26,20,32,92,18,22,92,40,18,8
64,212,21,28,89,428,22,89,40,12,8
64,219,21,30,86,999,21,86,50,13,8
63,225,22,28,88,6,3,88,60,11,7
62,23,22,32,94,11,2,94,70,95,7
61,236,23,34,89,3,20,89,70,90,7
65,242,23,33,84,0,20,84,70,774,6
60,247,24,35,54,31,19,87,70,734,6
59,251,25,33,,1519,19,73,70,643,6
58,252,25,36,,18184,18,6,70,513,6
58,251,26,34,,24789,18,52,60,481,5
58,25,27,29,,5839,18,52,50,473,5
76,121,1,,94,383,6,95,10,5237,14
75,123,1,909,92,37,59,93,10,62,14
75,122,1,916,91,1,59,95,10,6354,14
75,126,1,938,97,0,58,91,10,5659,14
75,127,1,956,94,370,58,94,10,6423,14
74,128,1,965,89,20,57,91,10,5412,14
74,131,1,985,93,1,56,95,10,5821,14
74,132,1,954,93,2,56,95,10,672,14
74,132,1,930,99,201,55,94,10,5458,14
74,133,1,858,93,2,55,92,10,4130,13
73,135,1,960,65,2,54,98,10,3528,13
73,134,1,742,89,11,53,88,10,3331,13
73,134,1,725,,15,53,89,10,2832,13
73,133,1,695,,63,52,95,10,2150,13
73,135,1,753,,35,52,93,10,1635,13
73,141,1,738,,38,51,95,10,87,13
73,168,0,,98,0,37,97,10,1539,14
73,17,0,1,99,0,36,99,10,1558,13
73,172,0,1,99,0,36,98,10,15687,14
73,174,0,1,99,0,35,98,10,12845,14
73,177,0,972,99,0,34,99,10,12190,13
72,18,0,651,99,0,34,99,10,185,13
72,182,0,494,99,0,32,99,10,977,13
72,184,0,633,99,0,32,99,10,11123,13
72,185,0,812,99,1,31,99,10,12155,13
72,185,0,812,99,10,4,99,10,1214,13
72,185,0,782,99,0,3,99,10,1193,12
72,186,0,791,99,0,29,99,10,1177,12
72,185,0,741,99,0,29,99,10,8525,12
72,186,0,1115,99,0,28,99,10,8331,12
72,187,0,672,96,0,28,96,10,7663,12
72,188,0,824,98,0,27,98,10,7579,12
51,413,22,,86,607,24,86,50,588,10
48,463,23,1,83,1006,24,83,60,78,10
54,47,23,1,92,15,23,92,80,72,9
50,411,25,1,91,678,23,91,90,562,9
49,418,26,378,89,1865,22,89,130,446,9
48,424,27,384,86,1089,22,86,160,45,9
47,433,28,397,84,31,21,84,170,395,9
46,441,29,391,77,44,3,77,190,46,8
45,45,29,386,63,0,2,64,220,359,8
44,464,30,380,,33,20,64,220,322,8
43,48,30,383,,29,19,65,220,288,8
42,496,30,399,,7,19,65,210,263,8
42,57,30,407,,586,18,73,190,264,7
48,513,30,406,,568,18,53,170,250,7
41,519,30,421,,649,18,38,150,228,7
39,533,29,397,,3575,17,44,120,139,7
83,55,0,179,96,0,33,96,10,53630,15
83,56,0,183,96,0,33,96,10,56337,15
83,57,0,183,97,138,33,97,10,5629,15
83,59,0,189,97,42,32,97,10,54431,15
82,6,0,180,96,148,32,96,10,53167,15
82,61,0,184,96,50,32,96,10,46570,15
82,62,0,173,96,16,32,97,10,38578,14
81,64,0,170,97,18,31,97,10,39721,14
81,65,0,160,96,15,4,97,10,39224,14
87,66,0,155,95,23,4,95,10,33580,14
82,69,0,149,96,33,3,96,10,29870,13
80,71,0,145,94,96,30,95,10,2745,13
79,73,0,143,95,33,30,96,10,23574,13
79,74,0,216,95,211,29,94,10,2217,13
79,76,0,208,95,408,29,96,10,21578,13
78,78,0,203,97,141,29,98,10,23793,13
77,19,0,,96,1,59,96,10,,15
76,113,0,1060,97,0,58,97,10,,15
76,114,0,989,98,0,58,98,10,,15
76,118,0,1012,99,0,57,99,10,,15
76,122,0,1024,99,0,57,99,10,,15
75,124,0,1013,99,0,56,99,10,,15
75,131,0,1063,99,0,55,99,10,,15
75,136,0,1137,99,0,55,99,10,,15
74,14,0,1058,99,0,54,99,10,,15
74,138,0,1028,99,0,54,99,10,,14
74,141,0,1081,99,0,53,99,10,,14
74,138,0,1003,99,2,53,99,10,,14
74,144,0,985,99,1,52,99,10,,14
74,145,0,1078,99,0,52,99,10,,13
73,145,0,1073,99,0,51,99,10,,13
73,147,0,1106,98,0,6,99,10,,13
88,74,0,,,18,6,95,10,2730,17
87,76,0,1046,,52,60,95,10,243,18
85,78,0,953,,1,59,95,10,2315,17
82,81,0,1095,,2,58,96,10,22486,17
80,84,0,1061,,22,58,96,10,24985,17
80,87,0,1032,,2,57,96,10,23437,17
79,9,0,1052,,0,56,96,10,24634,17
79,96,0,1094,,0,56,97,10,2752,17
78,12,0,1102,,0,55,97,10,23841,17
78,17,0,1226,,0,55,97,10,19726,17
78,14,0,1114,,0,54,95,10,18169,16
77,113,0,1000,,0,54,94,10,1727,17
77,119,0,1158,,0,53,95,10,1488,16
77,117,0,929,,0,52,93,10,11815,16
76,124,0,1080,,0,52,92,10,1479,15
76,122,0,1190,,0,51,91,10,1228,15
69,177,0,,98,0,6,98,10,1922,10
69,183,0,1,88,0,50,88,10,30,10
69,182,0,1,94,0,49,94,10,189,10
69,184,0,1,99,0,48,99,10,1859,9
69,186,0,99,99,0,47,99,10,1643,9
68,188,0,110,9,0,46,9,10,1272,9
68,192,0,121,92,0,46,92,10,1158,9
68,193,0,109,89,0,45,89,10,126,9
68,2,0,85,9,0,44,9,10,147,9
68,2,0,99,99,0,43,99,10,949,8
67,24,0,90,83,0,42,89,10,89,8
67,29,0,118,81,0,41,9,10,818,8
67,215,0,118,79,0,4,84,10,745,8
67,22,0,108,75,0,40,78,10,785,7
66,227,0,70,83,0,39,84,10,945,7
66,235,0,71,81,0,38,86,10,155,7
55,312,50,,42,7497,24,42,70,427,
54,321,51,1,42,10229,24,42,80,418,
54,318,51,1,42,3173,23,42,80,48,
53,336,51,1,,9983,23,42,80,,
53,329,51,1,,17298,22,41,80,,
52,336,52,1,,115,22,45,80,,
52,335,52,1,,13,22,42,80,,
52,336,52,1,,1081,21,31,90,,
52,34,52,1,,1149,3,4,90,,
52,337,51,1,,7,2,26,90,,
52,334,50,1,,0,20,35,90,,
51,341,49,1,,12008,19,3,90,,
51,344,48,1,,8257,19,4,90,,
58,348,47,1,,9559,19,4,90,,
57,352,46,1,,3571,18,33,80,,
55,355,45,1,,3965,18,33,80,,
63,328,42,,75,17,51,75,360,5770,13
62,347,42,738,8,66,5,77,370,6480,13
69,371,43,734,7,25,50,73,450,6877,13
59,48,43,738,68,32,49,65,760,7548,13
59,413,43,738,76,92,48,69,850,850,13
58,428,43,728,71,12499,47,72,1100,7363,13
57,449,46,760,74,5857,46,76,1900,5889,13
55,473,50,819,76,39,46,79,2350,5787,13
55,486,51,848,83,31,45,82,2640,6125,13
54,496,54,850,83,81,44,82,2810,5632,13
54,498,55,869,79,615,44,79,2950,5415,13
54,497,55,696,76,830,43,74,2970,4864,13
54,485,55,693,71,244,42,69,2890,3776,13
55,459,54,704,72,1043,42,7,2660,2518,13
56,429,52,738,72,1166,5,71,2400,2682,13
57,397,51,730,73,1459,4,73,2130,337,13
57,332,26,,31,878,,31,340,759,5
57,343,26,,,441,,39,350,1152,5
56,345,26,,,525,,45,360,1186,5
56,347,26,,,1952,,59,380,958,5
55,355,27,,,1256,,61,390,177,5
55,359,27,,,0,,,400,1562,0
54,369,27,,,0,,,420,1265,0
54,377,27,,,0,,,420,1679,0
53,381,27,,,0,,,420,,0
53,383,28,,,0,,,410,,0
52,383,28,,,0,,,390,,0
51,383,29,,,0,,,380,,0
58,383,29,,,0,,,350,,0
52,382,30,,,0,,,330,,0
50,381,30,,,0,,,300,,0
49,38,31,,,0,,,270,,0
83,56,1,,97,115,67,97,10,25684,18
83,58,1,1,96,154,66,97,10,296,18
82,6,1,925,95,131,65,96,10,2922,18
82,61,1,935,96,1204,65,97,10,28562,17
82,63,1,962,97,3802,64,97,10,31834,17
82,64,1,978,97,302,64,97,10,3736,16
82,66,2,999,96,41,63,96,10,32333,16
81,7,2,1024,97,297,62,97,10,35579,16
89,72,2,1105,96,267,62,96,10,3279,16
88,73,2,1186,97,362,61,98,10,28483,16
81,77,2,1192,96,22,7,96,10,2652,16
81,79,2,1196,97,26,60,97,10,24919,16
79,83,2,1209,81,256,59,98,10,21496,16
80,83,2,1226,82,67,59,98,10,1720,16
79,84,2,986,83,0,58,96,10,15324,16
79,86,2,1112,77,152,58,95,10,14677,16
75,138,3,,99,1568,23,99,10,3845,14
75,141,3,237,99,1686,23,99,10,383,14
75,142,3,256,99,2107,22,99,10,361,14
75,143,3,280,99,51,21,99,10,336,14
75,141,3,303,99,60,3,99,10,323,14
75,138,3,231,99,79,20,99,10,2820,14
72,183,4,205,97,21,19,97,10,217,13
72,172,4,210,98,33,19,98,10,254,13
74,146,4,229,98,44,18,98,10,1645,13
74,145,4,196,98,0,17,98,10,1449,13
74,138,4,197,99,3,17,99,10,1260,13
69,197,6,156,62,35,16,97,10,175,13
74,146,5,169,32,65,16,99,10,989,13
74,149,5,162,,139,15,98,10,873,13
73,16,5,168,,309,15,98,10,838,13
72,175,5,145,,16527,14,99,10,875,12
64,225,58,,93,3585,,93,30,2514,7
64,229,59,1,94,676,,94,30,2177,7
64,232,60,1,93,2813,,93,30,1956,7
63,235,61,1,92,8523,,92,30,1893,7
63,241,61,212,93,5616,,93,30,1667,7
63,243,62,177,75,680,,9,30,1476,7
62,248,63,199,72,68,,81,30,1227,7
62,251,64,201,78,129,,86,30,1292,6
61,254,65,201,78,327,,84,30,1116,6
61,26,66,190,6,228,,78,20,894,6
67,261,66,155,22,1374,,78,20,680,6
60,278,68,159,,9562,,74,20,566,6
60,278,69,174,,4381,,69,20,478,6
59,277,70,159,,4529,,6,20,412,6
59,283,71,181,,4362,,66,20,378,6
59,284,71,176,,2875,,62,10,361,6
72,176,0,,89,0,58,89,40,8819,13
71,178,0,632,85,0,58,85,40,9564,13
71,179,0,602,86,0,57,86,40,9485,13
71,178,0,573,84,0,56,84,90,9272,13
76,187,0,564,86,0,56,86,10,8319,13
73,19,0,526,86,0,55,96,50,833,12
70,196,0,513,87,0,54,87,60,7444,12
